时间,纬度,经度,速度,加速度,是否是停留点,是否在加速区间,是否在减速区间
2008/4/28 11:28:34,39.979514,116.333597,19.98074476,0.800046576,FALSE,TRUE,FALSE
2008/4/28 11:28:36,39.979684,116.333501,20.59828148,0.617536712,FALSE,TRUE,FALSE
2008/4/28 11:28:38,39.979849,116.33345,18.85591238,-1.742369099,FALSE,FALSE,FALSE
2008/4/28 11:28:40,39.980016,116.333403,18.99763163,0.141719256,FALSE,FALSE,FALSE
2008/4/28 11:28:42,39.980176,116.333343,18.51227445,-0.485357186,FALSE,FALSE,FALSE
2008/4/28 11:28:44,39.980342,116.333297,18.87105666,0.358782214,FALSE,FALSE,FALSE
2008/4/28 11:28:46,39.980506,116.333247,18.7281439,-0.142912761,FALSE,FALSE,TRUE
2008/4/28 11:28:48,39.980665,116.333198,18.16737881,-0.56076509,FALSE,FALSE,TRUE
2008/4/28 11:28:50,39.98082,116.333145,17.81809284,-0.349285966,FALSE,FALSE,TRUE
2008/4/28 11:28:52,39.980981,116.333089,18.52846974,0.710376894,FALSE,TRUE,FALSE
2008/4/28 11:28:54,39.98115,116.333044,19.18028593,0.651816198,FALSE,TRUE,FALSE
2008/4/28 11:28:56,39.981316,116.333002,18.80320782,-0.377078111,FALSE,FALSE,FALSE
2008/4/28 11:28:58,39.981487,116.332957,19.39824716,0.595039337,FALSE,FALSE,FALSE
2008/4/28 11:29:00,39.981654,116.33292,18.83641231,-0.561834848,FALSE,FALSE,TRUE
2008/4/28 11:29:02,39.981818,116.332886,18.4657691,-0.370643215,FALSE,FALSE,TRUE
2008/4/28 11:29:04,39.981983,116.332852,18.57560089,0.109831788,FALSE,TRUE,FALSE
2008/4/28 11:29:06,39.982152,116.332814,19.06999358,0.494392695,FALSE,TRUE,FALSE
2008/4/28 11:29:08,39.982326,116.332772,19.67727937,0.607285785,FALSE,TRUE,FALSE
2008/4/28 11:29:10,39.982492,116.332739,18.67242551,-1.004853853,FALSE,FALSE,FALSE
2008/4/28 11:29:12,39.982663,116.332703,19.26132776,0.588902248,FALSE,FALSE,FALSE
2008/4/28 11:29:14,39.982832,116.33267,19.00229097,-0.259036791,FALSE,FALSE,TRUE
2008/4/28 11:29:16,39.982996,116.332635,18.47932068,-0.522970287,FALSE,FALSE,TRUE
2008/4/28 11:29:18,39.983165,116.332595,19.09965786,0.620337177,FALSE,TRUE,FALSE
2008/4/28 11:29:20,39.983336,116.332552,19.36526308,0.265605219,FALSE,TRUE,FALSE
2008/4/28 11:29:22,39.983508,116.332508,19.49067615,0.125413076,FALSE,TRUE,FALSE
2008/4/28 11:29:24,39.983672,116.332461,18.67160986,-0.819066297,FALSE,FALSE,TRUE
2008/4/28 11:29:26,39.983836,116.332422,18.53736878,-0.134241078,FALSE,FALSE,TRUE
2008/4/28 11:29:28,39.984003,116.332384,18.85084201,0.313473231,FALSE,FALSE,FALSE
2008/4/28 11:29:30,39.984168,116.332345,18.64677705,-0.204064961,FALSE,FALSE,FALSE
2008/4/28 11:29:32,39.984334,116.332307,18.74129983,0.094522776,FALSE,FALSE,FALSE
2008/4/28 11:29:34,39.984499,116.332264,18.71051654,-0.03078329,FALSE,FALSE,TRUE
2008/4/28 11:29:36,39.984657,116.332227,17.85047566,-0.860040876,FALSE,FALSE,TRUE
2008/4/28 11:29:38,39.984812,116.332194,17.46411082,-0.38636484,FALSE,FALSE,TRUE
2008/4/28 11:29:40,39.984976,116.332171,18.34208193,0.877971108,FALSE,TRUE,FALSE
2008/4/28 11:29:42,39.985142,116.33214,18.64750958,0.305427654,FALSE,TRUE,FALSE
2008/4/28 11:29:44,39.985299,116.332115,17.58814458,-1.059364998,FALSE,FALSE,FALSE
2008/4/28 11:29:46,39.985466,116.332083,18.76978239,1.181637804,FALSE,TRUE,FALSE
2008/4/28 11:29:48,39.985641,116.332053,19.62746615,0.857683762,FALSE,TRUE,FALSE
2008/4/28 11:29:50,39.985808,116.332029,18.68294284,-0.944523305,FALSE,FALSE,TRUE
2008/4/28 11:29:52,39.985974,116.332,18.62413207,-0.058810775,FALSE,FALSE,TRUE
2008/4/28 11:29:54,39.986148,116.331967,19.55233248,0.928200405,FALSE,FALSE,FALSE
2008/4/28 11:29:56,39.986318,116.33194,19.04376158,-0.508570895,FALSE,FALSE,TRUE
2008/4/28 11:29:58,39.986488,116.331917,19.00560277,-0.038158811,FALSE,FALSE,TRUE
2008/4/28 11:30:00,39.986661,116.3319,19.29235863,0.28675586,FALSE,FALSE,FALSE
2008/4/28 11:30:02,39.986832,116.331874,19.14410558,-0.148253051,FALSE,FALSE,TRUE
2008/4/28 11:30:04,39.987003,116.331857,19.07058952,-0.073516056,FALSE,FALSE,TRUE
2008/4/28 11:30:06,39.987179,116.33184,19.6250376,0.554448079,FALSE,FALSE,FALSE
2008/4/28 11:30:08,39.987347,116.331835,18.68675622,-0.938281378,FALSE,FALSE,TRUE
2008/4/28 11:30:10,39.987514,116.331834,18.57089336,-0.115862865,FALSE,FALSE,TRUE
2008/4/28 11:30:12,39.987675,116.33183,17.90673062,-0.664162737,FALSE,FALSE,TRUE
2008/4/28 11:30:14,39.987835,116.331825,17.79738464,-0.109345985,FALSE,FALSE,TRUE
2008/4/28 11:30:16,39.987999,116.33182,18.24206741,0.444682777,FALSE,TRUE,FALSE
2008/4/28 11:30:18,39.988169,116.331817,18.90603115,0.663963735,FALSE,TRUE,FALSE
2008/4/28 11:30:20,39.988328,116.33182,17.68293104,-1.223100103,FALSE,FALSE,TRUE
2008/4/28 11:30:22,39.988485,116.331813,17.4688638,-0.214067242,FALSE,FALSE,TRUE
2008/4/28 11:30:23,39.988647,116.331814,18.01489046,0.546026663,FALSE,FALSE,FALSE
2008/4/28 11:30:25,39.988803,116.331817,17.34936119,-0.665529277,FALSE,FALSE,TRUE
2008/4/28 11:30:27,39.988953,116.331814,16.68222578,-0.667135403,FALSE,FALSE,TRUE
2008/4/28 11:30:29,39.9891,116.331819,16.35221204,-0.330013741,FALSE,FALSE,TRUE
2008/4/28 11:30:31,39.989246,116.331817,16.23635462,-0.11585742,FALSE,FALSE,TRUE
2008/4/28 11:30:33,39.98939,116.331815,16.01396347,-0.222391153,FALSE,FALSE,TRUE
2008/4/28 11:30:35,39.989529,116.331814,15.45728277,-0.556680705,FALSE,FALSE,TRUE
2008/4/28 11:30:37,39.989658,116.331804,14.37030854,-1.086974227,FALSE,FALSE,TRUE
2008/4/28 11:30:39,39.989791,116.3318,14.79376308,0.423454545,FALSE,FALSE,FALSE
2008/4/28 11:30:41,39.98991,116.331798,13.2341093,-1.559653781,FALSE,FALSE,TRUE
2008/4/28 11:30:43,39.990021,116.3318,12.34457408,-0.889535219,FALSE,FALSE,TRUE
2008/4/28 11:30:45,39.990125,116.331826,11.77521798,-0.569356103,FALSE,FALSE,TRUE
2008/4/28 11:30:47,39.99023,116.331823,11.67898446,-0.096233521,FALSE,FALSE,TRUE
2008/4/28 11:30:49,39.990331,116.331817,11.24300723,-0.435977232,FALSE,FALSE,TRUE
2008/4/28 11:30:51,39.990516,116.331854,10.40622163,-0.418392797,FALSE,FALSE,TRUE
2008/4/28 11:30:53,39.990615,116.331852,11.01029519,0.604073559,FALSE,FALSE,FALSE
2008/4/28 11:30:55,39.990711,116.331855,10.67843052,-0.331864671,FALSE,FALSE,TRUE
2008/4/28 11:30:57,39.99089,116.331855,9.952559659,-0.362935431,FALSE,FALSE,TRUE
2008/4/28 11:30:59,39.99105,116.331915,9.256024869,-0.348267395,FALSE,FALSE,TRUE
2008/4/28 11:31:01,39.991196,116.331942,8.198804664,-0.528610102,FALSE,FALSE,TRUE
2008/4/28 11:31:03,39.991336,116.331934,7.791581025,-0.20361182,FALSE,FALSE,TRUE
2008/4/28 11:31:05,39.991451,116.331946,6.414503109,-0.688538958,FALSE,FALSE,TRUE
2008/4/28 11:31:07,39.991553,116.331932,5.70256099,-0.355971059,FALSE,FALSE,TRUE
2008/4/28 11:31:09,39.991605,116.331937,2.899080956,-1.401740017,TRUE,FALSE,TRUE
2008/4/28 11:31:11,39.991598,116.331937,0.389206244,-1.254937356,TRUE,FALSE,TRUE
2008/4/28 11:31:13,39.99159,116.331935,0.452892642,0.031843199,FALSE,TRUE,FALSE
2008/4/28 11:31:15,39.991596,116.331945,0.541065132,0.044086245,TRUE,TRUE,FALSE
2008/4/28 11:31:17,39.991601,116.33195,0.350215946,-0.095424593,TRUE,FALSE,FALSE
2008/4/28 11:31:19,39.991668,116.331992,4.132613241,1.891198648,FALSE,FALSE,FALSE
2008/4/28 11:31:21,39.99172,116.332005,2.943802023,-0.594405609,FALSE,FALSE,TRUE
2008/4/28 11:31:23,39.991764,116.331981,2.651464492,-0.146168765,FALSE,FALSE,TRUE
2008/4/28 11:31:25,39.991793,116.331948,2.139157396,-0.256153548,FALSE,FALSE,TRUE
2008/4/28 11:31:27,39.991843,116.33193,2.883846576,0.37234459,FALSE,FALSE,FALSE
2008/4/28 11:31:29,39.99188,116.331905,2.316531269,-0.283657654,FALSE,FALSE,TRUE
2008/4/28 11:31:31,39.991907,116.331886,1.705501327,-0.305514971,FALSE,FALSE,TRUE
2008/4/28 11:31:33,39.991935,116.331866,1.774692316,0.034595494,FALSE,FALSE,FALSE
2008/4/28 11:31:35,39.991951,116.33185,1.120688937,-0.327001689,FALSE,FALSE,TRUE
2008/4/28 11:31:37,39.991963,116.331846,0.688624168,-0.216032385,TRUE,FALSE,TRUE
2008/4/28 11:31:39,39.991967,116.331839,0.371990943,-0.158316612,TRUE,FALSE,TRUE
2008/4/28 11:31:41,39.991972,116.331849,0.508668286,0.068338671,TRUE,FALSE,FALSE
2008/4/28 11:31:43,39.991966,116.331851,0.34431208,-0.082178103,TRUE,FALSE,FALSE
2008/4/28 11:31:45,39.99194,116.331863,1.533337711,0.594512815,FALSE,TRUE,FALSE
2008/4/28 11:31:47,39.991906,116.331844,2.056401538,0.261531914,FALSE,TRUE,FALSE
2008/4/28 11:31:49,39.991888,116.331801,2.087289827,0.015444145,FALSE,TRUE,FALSE
2008/4/28 11:31:51,39.991859,116.331761,2.345897796,0.129303985,FALSE,TRUE,FALSE
2008/4/28 11:31:53,39.991834,116.331738,1.700609505,-0.322644146,FALSE,FALSE,TRUE
2008/4/28 11:31:55,39.991855,116.331718,1.445394044,-0.127607731,FALSE,FALSE,TRUE
2008/4/28 11:31:57,39.991859,116.331678,1.718366679,0.136486317,FALSE,TRUE,FALSE
2008/4/28 11:31:59,39.991862,116.33163,2.051488363,0.166560842,FALSE,TRUE,FALSE
2008/4/28 11:32:01,39.991942,116.331602,4.605210533,1.276861085,FALSE,TRUE,FALSE
2008/4/28 11:32:03,39.992052,116.331601,6.116246456,0.755517961,FALSE,TRUE,FALSE
2008/4/28 11:32:05,39.992224,116.33161,9.571034841,1.727394193,FALSE,TRUE,FALSE
2008/4/28 11:32:07,39.992419,116.331604,21.690372,12.11933716,FALSE,TRUE,FALSE
2008/4/28 11:32:09,39.992588,116.33162,18.84247206,-2.847899939,FALSE,FALSE,FALSE
2008/4/28 11:32:11,39.992815,116.331614,25.24798,6.405507938,FALSE,TRUE,FALSE
2008/4/28 11:32:13,39.993048,116.33162,25.91505743,0.667077432,FALSE,TRUE,FALSE
2008/4/28 11:32:15,39.993264,116.331698,24.92184397,-0.993213453,FALSE,FALSE,TRUE
2008/4/28 11:32:17,39.993471,116.331717,23.07561201,-1.846231967,FALSE,FALSE,TRUE
2008/4/28 11:32:19,39.993717,116.331835,29.14430355,6.068691538,FALSE,FALSE,FALSE
2008/4/28 11:32:21,39.993882,116.331905,19.2930962,-9.85120735,FALSE,FALSE,TRUE
2008/4/28 11:32:23,39.994046,116.331904,18.23729154,-1.055804653,FALSE,FALSE,TRUE
2008/4/28 11:32:25,39.994203,116.331908,17.46200547,-0.775286075,FALSE,FALSE,TRUE
2008/4/28 11:32:27,39.994368,116.331871,18.61708392,1.155078454,FALSE,TRUE,FALSE
2008/4/28 11:32:29,39.994564,116.331855,21.83813104,3.221047122,FALSE,TRUE,FALSE
2008/4/28 11:32:31,39.994723,116.331839,17.73354709,-4.104583957,FALSE,FALSE,FALSE
2008/4/28 11:32:33,39.994887,116.331826,18.27068942,0.537142337,FALSE,TRUE,FALSE
2008/4/28 11:32:35,39.99507,116.331801,20.46107354,2.190384119,FALSE,TRUE,FALSE
2008/4/28 11:32:37,39.995234,116.331789,18.26572308,-2.195350465,FALSE,FALSE,FALSE
2008/4/28 11:32:39,39.995417,116.331787,20.35063972,2.084916638,FALSE,TRUE,FALSE
2008/4/28 11:32:41,39.995604,116.331754,20.98390788,0.633268164,FALSE,TRUE,FALSE
2008/4/28 11:32:43,39.995782,116.331743,19.81608758,-1.167820296,FALSE,FALSE,FALSE
2008/4/28 11:32:45,39.995974,116.331737,21.35686011,1.540772525,FALSE,FALSE,FALSE
2008/4/28 11:32:47,39.996153,116.331726,19.92716541,-1.429694697,FALSE,FALSE,TRUE
2008/4/28 11:32:49,39.996329,116.331711,19.61318605,-0.313979359,FALSE,FALSE,TRUE
2008/4/28 11:32:51,39.996498,116.331699,18.82088519,-0.792300867,FALSE,FALSE,TRUE
2008/4/28 11:32:53,39.996665,116.331688,18.59432585,-0.226559335,FALSE,FALSE,TRUE
2008/4/28 11:32:55,39.996839,116.331675,19.38077786,0.786452007,FALSE,FALSE,FALSE
2008/4/28 11:32:57,39.997007,116.331666,18.69762582,-0.683152035,FALSE,FALSE,FALSE
2008/4/28 11:32:59,39.997186,116.331654,19.93135244,1.233726618,FALSE,TRUE,FALSE
2008/4/28 11:33:01,39.997369,116.331636,20.40761679,0.47626435,FALSE,TRUE,FALSE
2008/4/28 11:33:03,39.99755,116.331618,20.18584854,-0.221768248,FALSE,FALSE,TRUE
2008/4/28 11:33:05,39.997716,116.331606,18.48778018,-1.698068366,FALSE,FALSE,TRUE
2008/4/28 11:33:07,39.997886,116.331592,18.94188643,0.454106248,FALSE,TRUE,FALSE
2008/4/28 11:33:09,39.998057,116.331571,19.09947041,0.157583989,FALSE,TRUE,FALSE
2008/4/28 11:33:11,39.998226,116.331553,18.85555409,-0.243916321,FALSE,FALSE,FALSE
2008/4/28 11:33:13,39.998397,116.331539,19.0528683,0.197314204,FALSE,FALSE,FALSE
2008/4/28 11:33:15,39.998567,116.331531,18.91658328,-0.136285017,FALSE,FALSE,FALSE
2008/4/28 11:33:17,39.998739,116.331534,19.1284141,0.211830815,FALSE,FALSE,FALSE
2008/4/28 11:33:19,39.998911,116.331534,19.12670683,-0.001707266,FALSE,FALSE,FALSE
2008/4/28 11:33:21,39.999085,116.331528,19.35586003,0.229153197,FALSE,FALSE,FALSE
2008/4/28 11:33:23,39.999249,116.331515,18.27068514,-1.085174889,FALSE,FALSE,FALSE
2008/4/28 11:33:25,39.999423,116.331499,19.39705626,1.12637112,FALSE,FALSE,FALSE
2008/4/28 11:33:27,39.999588,116.331478,18.43529494,-0.96176132,FALSE,FALSE,TRUE
2008/4/28 11:33:29,39.999749,116.331456,18.00130741,-0.433987523,FALSE,FALSE,TRUE
2008/4/28 11:33:31,39.999912,116.331435,18.21395289,0.21264548,FALSE,TRUE,FALSE
2008/4/28 11:33:33,40.000078,116.331417,18.52307012,0.309117223,FALSE,TRUE,FALSE
2008/4/28 11:33:35,40.000238,116.331404,17.82671522,-0.696354902,FALSE,FALSE,FALSE
2008/4/28 11:33:37,40.000409,116.331385,19.0842613,1.257546087,FALSE,FALSE,FALSE
2008/4/28 11:33:39,40.000569,116.331375,17.81266592,-1.271595379,FALSE,FALSE,TRUE
2008/4/28 11:33:41,40.000725,116.331353,17.44841302,-0.364252908,FALSE,FALSE,TRUE
2008/4/28 11:33:43,40.000892,116.331336,18.62707492,1.178661908,FALSE,FALSE,FALSE
2008/4/28 11:33:45,40.001055,116.331324,18.15469176,-0.472383167,FALSE,FALSE,TRUE
2008/4/28 11:33:47,40.001217,116.331315,18.03099504,-0.123696717,FALSE,FALSE,TRUE
2008/4/28 11:33:49,40.001379,116.331308,18.02455486,-0.00644018,FALSE,FALSE,TRUE
2008/4/28 11:33:51,40.001549,116.331306,18.90507093,0.880516069,FALSE,TRUE,FALSE
2008/4/28 11:33:53,40.00172,116.331301,19.02027439,0.115203458,FALSE,TRUE,FALSE
2008/4/28 11:33:55,40.001894,116.331295,19.35585947,0.335585085,FALSE,TRUE,FALSE
2008/4/28 11:33:57,40.002067,116.331283,19.26504642,-0.090813056,FALSE,FALSE,TRUE
2008/4/28 11:33:59,40.002233,116.331277,18.46657026,-0.798476152,FALSE,FALSE,TRUE
2008/4/28 11:34:01,40.002404,116.33127,19.02485164,0.558281378,FALSE,FALSE,FALSE
2008/4/28 11:34:03,40.002572,116.331268,18.68267648,-0.342175164,FALSE,FALSE,FALSE
2008/4/28 11:34:05,40.002743,116.331272,19.01855747,0.335880992,FALSE,TRUE,FALSE
2008/4/28 11:34:07,40.002915,116.33128,19.1388426,0.120285134,FALSE,TRUE,FALSE
2008/4/28 11:34:09,40.003085,116.331282,18.90507089,-0.233771709,FALSE,FALSE,FALSE
2008/4/28 11:34:11,40.003261,116.331287,19.57614764,0.671076742,FALSE,FALSE,FALSE
2008/4/28 11:34:13,40.003434,116.331293,19.24469638,-0.331451256,FALSE,FALSE,FALSE
2008/4/28 11:34:15,40.00361,116.331297,19.57447961,0.32978323,FALSE,FALSE,FALSE
2008/4/28 11:34:17,40.003774,116.331298,18.23729149,-1.337188123,FALSE,FALSE,FALSE
2008/4/28 11:34:19,40.003939,116.331302,18.35145763,0.114166147,FALSE,FALSE,FALSE
2008/4/28 11:34:21,40.004104,116.331301,18.34849206,-0.002965572,FALSE,FALSE,FALSE
2008/4/28 11:34:23,40.004269,116.3313,18.34849206,4.79E-10,FALSE,FALSE,FALSE
2008/4/28 11:34:25,40.004434,116.3313,18.34829434,-1.98E-04,FALSE,FALSE,TRUE
2008/4/28 11:34:27,40.004598,116.331303,18.23888279,-0.109411551,FALSE,FALSE,TRUE
2008/4/28 11:34:29,40.004761,116.331304,18.12609092,-0.112791874,FALSE,FALSE,TRUE
2008/4/28 11:34:31,40.004927,116.331302,18.46028221,0.334191295,FALSE,FALSE,FALSE
2008/4/28 11:34:33,40.005089,116.331298,18.01791074,-0.44237147,FALSE,FALSE,FALSE
2008/4/28 11:34:35,40.005254,116.331294,18.35145751,0.333546769,FALSE,TRUE,FALSE
2008/4/28 11:34:37,40.005421,116.33129,18.57382319,0.222365677,FALSE,TRUE,FALSE
2008/4/28 11:34:39,40.005587,116.331278,18.48777366,-0.086049526,FALSE,FALSE,FALSE
2008/4/28 11:34:41,40.005753,116.331265,18.49267839,0.004904728,FALSE,FALSE,FALSE
2008/4/28 11:34:43,40.005909,116.331236,17.52246378,-0.970214613,FALSE,FALSE,TRUE
2008/4/28 11:34:45,40.006054,116.331194,16.51635753,-1.006106248,FALSE,FALSE,TRUE
2008/4/28 11:34:47,40.006215,116.33116,18.13620531,1.619847778,FALSE,TRUE,FALSE
2008/4/28 11:34:49,40.006381,116.331117,18.81934967,0.68314436,FALSE,TRUE,FALSE
2008/4/28 11:34:51,40.006527,116.331059,16.97046452,-1.848885144,FALSE,FALSE,TRUE
2008/4/28 11:34:53,40.00667,116.330995,16.8102994,-0.160165128,FALSE,FALSE,TRUE
2008/4/28 11:34:55,40.006825,116.33094,17.86157934,1.051279948,FALSE,TRUE,FALSE
2008/4/28 11:34:57,40.006982,116.330881,18.16756796,0.305988621,FALSE,TRUE,FALSE
2008/4/28 11:34:59,40.007136,116.330819,17.92084472,-0.246723241,FALSE,FALSE,TRUE
2008/4/28 11:35:01,40.00728,116.330746,17.17789548,-0.742949239,FALSE,FALSE,TRUE
2008/4/28 11:35:03,40.007426,116.330665,17.64058628,0.462690797,FALSE,FALSE,FALSE
2008/4/28 11:35:05,40.007567,116.330581,17.23474173,-0.405844553,FALSE,FALSE,TRUE
2008/4/28 11:35:07,40.007707,116.330497,17.13363101,-0.101110718,FALSE,FALSE,TRUE
2008/4/28 11:35:09,40.007855,116.330414,17.91201865,0.778387642,FALSE,TRUE,FALSE
2008/4/28 11:35:11,40.008005,116.330325,18.32204341,0.410024756,FALSE,TRUE,FALSE
2008/4/28 11:35:13,40.008154,116.33023,18.43933286,0.117289449,FALSE,TRUE,FALSE
2008/4/28 11:35:15,40.008295,116.330131,17.80308174,-0.636251118,FALSE,FALSE,TRUE
2008/4/28 11:35:17,40.008432,116.330027,17.62277602,-0.18030572,FALSE,FALSE,TRUE
2008/4/28 11:35:19,40.008578,116.329917,18.74494096,1.122164941,FALSE,FALSE,FALSE
2008/4/28 11:35:21,40.008721,116.329802,18.67653163,-0.068409335,FALSE,FALSE,FALSE
2008/4/28 11:35:23,40.008867,116.329689,18.8739361,0.197404471,FALSE,TRUE,FALSE
2008/4/28 11:35:25,40.009007,116.329561,19.00607632,0.132140225,FALSE,TRUE,FALSE
2008/4/28 11:35:27,40.009143,116.32943,18.79402644,-0.212049886,FALSE,FALSE,FALSE
2008/4/28 11:35:29,40.009276,116.32929,18.99815021,0.204123771,FALSE,TRUE,FALSE
2008/4/28 11:35:31,40.009402,116.329136,19.19296188,0.194811671,FALSE,TRUE,FALSE
2008/4/28 11:35:33,40.00953,116.328984,19.24087317,0.047911296,FALSE,TRUE,FALSE
2008/4/28 11:35:35,40.009657,116.328833,19.10128694,-0.139586234,FALSE,FALSE,TRUE
2008/4/28 11:35:37,40.009777,116.328676,18.89138319,-0.209903745,FALSE,FALSE,TRUE
2008/4/28 11:35:39,40.009898,116.32852,18.91013596,0.018752765,FALSE,TRUE,FALSE
2008/4/28 11:35:41,40.010026,116.328368,19.24080988,0.330673915,FALSE,TRUE,FALSE
2008/4/28 11:35:43,40.010154,116.328214,19.35582199,0.115012115,FALSE,TRUE,FALSE
2008/4/28 11:35:45,40.010285,116.328058,19.71682466,0.361002668,FALSE,TRUE,FALSE
2008/4/28 11:35:47,40.010417,116.327904,19.68519747,-0.031627187,FALSE,FALSE,TRUE
2008/4/28 11:35:49,40.010541,116.327746,19.26744772,-0.417749755,FALSE,FALSE,TRUE
2008/4/28 11:35:51,40.010657,116.327596,18.15535343,-1.112094283,FALSE,FALSE,TRUE
2008/4/28 11:35:53,40.010779,116.327448,18.51894018,0.363586746,FALSE,TRUE,FALSE
2008/4/28 11:35:55,40.01091,116.327299,19.31999181,0.801051636,FALSE,TRUE,FALSE
2008/4/28 11:35:57,40.011033,116.327155,18.37135389,-0.948637921,FALSE,FALSE,FALSE
2008/4/28 11:35:59,40.011156,116.32701,18.42830891,0.056955019,FALSE,FALSE,FALSE
2008/4/28 11:36:01,40.01127,116.326864,17.75772166,-0.670587252,FALSE,FALSE,FALSE
2008/4/28 11:36:03,40.011389,116.326711,18.57216502,0.814443359,FALSE,FALSE,FALSE
2008/4/28 11:36:05,40.011508,116.326558,18.57214908,-1.59E-05,FALSE,FALSE,TRUE
2008/4/28 11:36:07,40.011632,116.326414,18.45422357,-0.117925505,FALSE,FALSE,TRUE
2008/4/28 11:36:09,40.011751,116.326269,18.10054616,-0.35367741,FALSE,FALSE,TRUE
2008/4/28 11:36:11,40.011874,116.326123,18.48540754,0.384861382,FALSE,FALSE,FALSE
